"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Os05g0120300",147.397659736098,-0.349498817282755,0.356737014269958,-0.979709991681084,0.32722929260892,0.525542324910364
"Os05g0120700",4483.06049628037,0.13174251463429,0.167662524383322,0.785760056511441,0.432008071586894,0.625857546894068
"Os05g0120800",221.667685727495,-0.0458951874893131,0.344370552021995,-0.133272683218226,0.893977730494005,0.946231233663359
"Os05g0120900",83.9913940513656,-0.447115023296678,0.439439716785958,-1.0174661192822,0.308931741925652,0.507096663005367
"Os05g0121000",10351.2785910039,0.191408281476623,0.189692745922258,1.00904375940168,0.312953648248948,0.511177838160111
"Os05g0121100",101.275605532076,1.05632906133227,0.449007416107548,2.35258711423879,0.018643322235824,0.0644946427818754
"Os05g0121200",2990.81135902233,-0.400829129433555,0.171980759371975,-2.33066263282748,0.0197711560292938,0.0676255061521881
"Os05g0121400",1607.05518491431,0.0247433359866691,0.182643696338515,0.135473254663053,0.892237708982436,0.945213548840712
"Os05g0121500",618.092931291829,-0.326672608351175,0.236251614252293,-1.38273175142127,0.1667471323712,0.334370563486093
"Os05g0121600",25909.376635516,0.314833693773575,0.260876650850059,1.20682971338255,0.227497730474428,0.413774438670633
"Os05g0121700",319.644129676905,-0.292464849759572,0.25776770538301,-1.13460625071324,0.256540332978461,0.44861830767335
"Os05g0121800",447.220135560443,-0.791502281994196,0.253934202635258,-3.11695814813525,0.001827275108523,0.00952508160590348
"Os05g0122400",74.8282955936622,-0.879708111558863,0.563061395078918,-1.56236623438829,0.118201736781472,0.263119292393793
"Os05g0122600",170.035591670288,-0.842520556245323,0.34102270919509,-2.47057023924861,0.0134897824659535,0.0495751361675313
"Os05g0122700",276.562931039797,7.81951786482848,0.726751137045915,10.759553671444,5.34283043725398e-27,1.02666907179175e-24
"Os05g0122800",9235.85326977047,0.547894799156139,0.208918574138971,2.62252794618291,0.0087280109422788,0.034760649731853
"Os05g0122900",4953.88108238896,-0.236713348670712,0.181479706522558,-1.30435161708446,0.192113723602384,0.367444150191169
"Os05g0123000",27.233073239182,0.137398671884907,0.708201922509056,0.194010588672399,0.846167590871498,0.919074758124118
"Os05g0123100",2398.75740331201,-0.985960238353819,0.235661601872124,-4.18379672598859,2.86680474058236e-05,0.000263080229425852
"Os05g0123200",13698.8679533985,-0.582734511909054,0.169863782708301,-3.43059893414571,0.000602250312167219,0.00371075105835903
"Os05g0123300",79.8926393058351,-1.46542814764673,0.494386208419796,-2.96413638303275,0.0030353372875792,0.0145241596114727
"Os05g0123400",46.2876492518406,-0.402849436004063,0.55962065817924,-0.719861624327376,0.471610198053014,0.659916057808459
"Os05g0124600",692.200237490781,-0.415937714829303,0.212945931674529,-1.95325504252897,0.0507893817952432,0.140651569492063
"Os05g0125000",3059.93413757681,0.167164427203975,0.185874300711597,0.899341256774102,0.36847091831962,0.566633555663368
"Os05g0125050",2.69713162617209,0.703462444966926,2.05536172874033,0.34225724607515,0.732157307438191,NA
"Os05g0125100",621.589107760433,0.384091511372192,0.273157972916439,1.40611495711197,0.159689991625052,0.324497270885445
"Os05g0125200",845.973636537474,0.193946641862603,0.301122002989742,0.644079940811266,0.519523597137096,0.699518025133769
"Os05g0125250",166.720931477183,2.35730073494962,0.355477723096762,6.63135994687341,3.32608038976727e-11,1.05761437155576e-09
"Os05g0125300",212.08460940158,2.67881046287014,0.347113124472065,7.71739895155051,1.18727586049633e-14,6.1102385807046e-13
"Os05g0125350",36.5364757148247,3.51267357761088,0.732977636316323,4.79233390429794,1.64852236969604e-06,2.03569267196399e-05
"Os05g0125400",443.268535107437,3.38824307285061,0.314139059596965,10.7858063788619,4.01704622989003e-27,7.8893606470855e-25
"Os05g0125500",6710.13632092625,2.12428574423569,0.330523010339609,6.42704343656137,1.30109652565605e-10,3.70888881539733e-09
"Os05g0125450",3.39752734599784,1.89766458370116,1.87807416485039,1.01043112099481,0.312288783996742,NA
"Os05g0125600",1991.00260431843,0.220375534645806,0.180116332744768,1.22351777480439,0.221134194823784,0.405888836156079
"Os05g0125900",197.84350180489,1.80505346197348,0.513764746956754,3.51338520726769,0.000442435543513549,0.00285101408136234
"Os05g0126100",279.761000057167,0.575182933229195,0.268337122353647,2.14350861403049,0.0320722801468665,0.0989318169214465
"Os05g0126150",2.68294887351303,3.25352335651167,2.6523275762292,1.22666724339427,0.219947684184964,NA
"Os05g0126200",1059.9519395616,-0.340475562573384,0.229436175840909,-1.48396634194893,0.137817850068768,0.292407242460624
"Os05g0126300",9239.42295221393,0.504781682632841,0.174543649314878,2.89200830058394,0.00382787833532338,0.0176037586667506
"Os05g0126400",11122.0239246302,0.364167702780648,0.17341333383701,2.09999827996461,0.0357289924325901,0.107747701013264
"Os05g0126700",861.217292526192,0.137459133289203,0.228346723369422,0.601975501381816,0.547190444987144,0.721536890866955
"Os05g0126800",1649.93738988986,0.564595314657882,0.247311707644274,2.28292999161196,0.0224344925072421,0.0746419151555102
"Os05g0127200",3942.13111189898,-1.2715119655652,0.185207714040691,-6.86532940677537,6.63379970985961e-12,2.31355549825803e-10
"Os05g0127266",16.2535495238525,-2.47592178696155,0.94952594162809,-2.60753464272524,0.00911968419016496,0.0360602168348344
"Os05g0127300",2541.14583930614,-0.229030194442672,0.250336433384799,-0.914889580177984,0.360249600746798,0.558816820718216
"Os05g0127400",114.643217803287,1.24123420448247,0.382249710177879,3.24718154502947,0.00116554017491966,0.00653750064512898
"Os05g0127450",4.33617808330815,0.897048217951194,1.67390841840989,0.535900416107192,0.592027376874412,NA
"Os05g0127500",488.801160177228,-0.325306792751655,0.387994383383252,-0.838431705930971,0.401788288681773,0.599238661605347
"Os05g0128000",174.389974326906,0.398553531862797,0.358431224605411,1.11193864960162,0.266164529449087,0.459402557776097
"Os05g0128100",4527.67125997325,-0.595741642683922,0.181263432667222,-3.28660686779353,0.00101402289420621,0.00580590600305423
"Os05g0128200",17635.7650634991,-0.0456937392813716,0.251798071852103,-0.181469774352404,0.855998855820252,0.9248333241226
"Os05g0128300",189.287643551322,0.743254180144253,0.315266068925939,2.35754574755349,0.0183961884585351,0.0638232577004123
"Os05g0128350",7.8513632287401,-0.196451091899922,1.24043697535314,-0.158372489536596,0.874163290348799,0.935340363146113
"Os05g0128400",6575.70405958564,0.429446191316474,0.199356604947726,2.15416083870951,0.0312275607908713,0.0968293648391192
"Os05g0128600",19.193113695983,1.14372535294693,0.908097774838835,1.25947379746626,0.207859248701895,0.388409159985141
"Os05g0128700",114.903005066446,0.648230888819728,0.400747706126846,1.61755358523387,0.105758838743629,0.243016051517751
"Os05g0128900",8.54697016028478,1.73499114869601,1.21983229574018,1.42231940796684,0.154933547211522,0.317629971644214
"Os05g0129000",7153.00116560578,0.619107045859469,0.178171305159901,3.47478537749862,0.000511262224233474,0.0032275618079121
"Os05g0129100",1852.60454232453,0.241907449034599,0.200415036123673,1.20703243485844,0.227419653098326,0.4136797947465
"Os05g0129300",11961.136834993,0.241732151685761,0.24142420490918,1.00127554226262,0.316693613780245,0.514937993794992
"Os05g0129700",1172.53045985762,0.579494148165279,0.231592925686878,2.50221005864737,0.012342067212844,0.0460929271889069
"Os05g0129800",437.865178485388,-0.753566539419361,0.327918113538655,-2.29803267433877,0.0215599295315717,0.0723722153812089
"Os05g0129900",2530.16836707586,0.644401986006991,0.176978067405383,3.64114037097565,0.000271433085460906,0.00187628822791428
"Os05g0130100",3054.74630594648,2.55641775213863,0.261221029568393,9.78641634007227,1.28779464968326e-22,1.66169058420483e-20
"Os05g0130200",1119.10328625221,0.64425471149032,0.194593114761099,3.3107785559693,0.000930368019564162,0.0053986812519137
"Os05g0130300",2591.9878600177,1.48709640993094,0.308145148441974,4.82596080921576,1.39329907424788e-06,1.75211950438611e-05
"Os05g0130500",3.66894707500531,0.729864883003395,1.8618505974798,0.392010445946275,0.695050495545011,NA
"Os05g0130600",933.860185165919,-0.164020025872881,0.263548408526808,-0.622352556745553,0.53371006948452,0.710783365614106
"Os05g0131000",21.2516352206303,-0.767059204045051,0.780257398422238,-0.983084819953165,0.325565694758976,0.523815415156451
"Os05g0131100",620.608654535135,-1.29549828388295,0.233970769834182,-5.5370091093049,3.07680554743891e-08,5.58677608239927e-07
"Os05g0131401",74.7943734576208,-1.04188412999757,0.43942396339392,-2.37102255860266,0.0177389483653263,0.0619436934027803
"Os05g0131500",287.758753019207,-1.73795933504217,0.361542678804769,-4.80706549165296,1.53161827932622e-06,1.90898386564645e-05
"Os05g0131900",2914.91577261232,0.731300694437773,0.216430925893413,3.37891034480867,0.000727737367471172,0.00435826571416032
"Os05g0132000",199.892434958865,-0.57260397160788,0.332979878648538,-1.71963535434004,0.0854987454564875,0.20809324387162
"Os05g0132100",19040.3202154951,-0.802447420166158,0.229373605950742,-3.49842963334884,0.000468006566642787,0.00299197113332428
"Os05g0132300",8.22812075989579,-0.488328011281856,1.23534518676733,-0.395296809760292,0.692623853547604,0.827406553435149
"Os05g0132400",2401.9399450152,0.624000937643306,0.211423159476473,2.95143133414741,0.00316304866158288,0.015054353127384
"Os05g0132500",2945.68455973451,-0.0914653713169884,0.176540871283383,-0.518097427819806,0.604390294791869,0.765373827702011
"Os05g0132601",6.76739307160803,-0.548179729136799,1.42615005340132,-0.384377315577283,0.70069881112512,NA
"Os05g0132650",16.0926044118575,-1.69715885040419,1.03261854089443,-1.64354869023963,0.100269459975433,0.234149088646951
"Os05g0132700",59.8725669516573,1.28807760479383,0.620736178644623,2.07508060446283,0.0379790649840761,0.112939303687895
"Os05g0133100",2616.74414613806,-0.0618941808515828,0.202098646463837,-0.306257275516479,0.759408766442277,0.869877697558676
"Os05g0133401",20.1975413817243,-0.396084933676494,0.822869712509091,-0.481345865153736,0.63027070468995,0.785595712458283
